condition,id,subset,label,gold_class,rank,top1,rr,pred
big-n5,letters_lower_i_dejavuserif-bold,letters_lower,i,i,7,0,0.14285714285714285,L
big-n5,letters_lower_j_dejavusans-bold,letters_lower,j,j,21,0,0.047619047619047616,L
big-n5,letters_lower_j_dejavusansmono-bold,letters_lower,j,j,10,0,0.1,L
big-n5,letters_lower_j_dejavuserif-bold,letters_lower,j,j,18,0,0.05555555555555555,L
big-n5,letters_lower_k_dejavusans-bold,letters_lower,k,K,1,1,1.0,K
big-n5,letters_lower_k_dejavusansmono-bold,letters_lower,k,K,2,0,0.5,L
big-n5,letters_lower_k_dejavuserif-bold,letters_lower,k,K,2,0,0.5,L
big-n5,letters_lower_l_dejavusans-bold,letters_lower,l,1,35,0,0.02857142857142857,i
big-n5,letters_lower_l_dejavusansmono-bold,letters_lower,l,1,45,0,0.022222222222222223,L
big-n5,letters_lower_l_dejavuserif-bold,letters_lower,l,1,45,0,0.022222222222222223,i
big-n5,letters_lower_m_dejavusans-bold,letters_lower,m,M,23,0,0.043478260869565216,r
big-n5,letters_lower_m_dejavusansmono-bold,letters_lower,m,M,30,0,0.03333333333333333,T
big-n5,letters_lower_m_dejavuserif-bold,letters_lower,m,M,32,0,0.03125,i
big-n5,letters_lower_n_dejavusans-bold,letters_lower,n,n,5,0,0.2,a
big-n5,letters_lower_n_dejavusansmono-bold,letters_lower,n,n,8,0,0.125,D
big-n5,letters_lower_n_dejavuserif-bold,letters_lower,n,n,6,0,0.16666666666666666,a
big-n5,letters_lower_o_dejavusans-bold,letters_lower,o,0,48,0,0.020833333333333332,Q
big-n5,letters_lower_o_dejavusansmono-bold,letters_lower,o,0,49,0,0.02040816326530612,Q
big-n5,letters_lower_o_dejavuserif-bold,letters_lower,o,0,47,0,0.02127659574468085,Q
big-n5,letters_lower_p_dejavusans-bold,letters_lower,p,P,3,0,0.3333333333333333,D
big-n5,letters_lower_p_dejavusansmono-bold,letters_lower,p,P,12,0,0.08333333333333333,L
big-n5,letters_lower_p_dejavuserif-bold,letters_lower,p,P,19,0,0.05263157894736842,D
big-n5,letters_lower_q_dejavusans-bold,letters_lower,q,q,1,1,1.0,q
big-n5,letters_lower_q_dejavusansmono-bold,letters_lower,q,q,28,0,0.03571428571428571,D
big-n5,letters_lower_q_dejavuserif-bold,letters_lower,q,q,16,0,0.0625,D
big-n5,letters_lower_r_dejavusans-bold,letters_lower,r,r,10,0,0.1,y
big-n5,letters_lower_r_dejavusansmono-bold,letters_lower,r,r,3,0,0.3333333333333333,i
big-n5,letters_lower_r_dejavuserif-bold,letters_lower,r,r,15,0,0.06666666666666667,Y
big-n5,letters_lower_s_dejavusans-bold,letters_lower,s,S,25,0,0.04,D
big-n5,letters_lower_s_dejavusansmono-bold,letters_lower,s,S,1,1,1.0,S
big-n5,letters_lower_s_dejavuserif-bold,letters_lower,s,S,39,0,0.02564102564102564,J
big-n5,letters_lower_t_dejavusans-bold,letters_lower,t,t,41,0,0.024390243902439025,J
big-n5,letters_lower_t_dejavusansmono-bold,letters_lower,t,t,45,0,0.022222222222222223,J
big-n5,letters_lower_t_dejavuserif-bold,letters_lower,t,t,20,0,0.05,L
big-n5,letters_lower_u_dejavusans-bold,letters_lower,u,u,2,0,0.5,U
big-n5,letters_lower_u_dejavusansmono-bold,letters_lower,u,u,4,0,0.25,U
big-n5,letters_lower_u_dejavuserif-bold,letters_lower,u,u,28,0,0.03571428571428571,D
big-n5,letters_lower_v_dejavusans-bold,letters_lower,v,V,1,1,1.0,V
big-n5,letters_lower_v_dejavusansmono-bold,letters_lower,v,V,1,1,1.0,V
big-n5,letters_lower_v_dejavuserif-bold,letters_lower,v,V,1,1,1.0,V
big-n5,letters_lower_w_dejavusans-bold,letters_lower,w,W,30,0,0.03333333333333333,4
big-n5,letters_lower_w_dejavusansmono-bold,letters_lower,w,W,12,0,0.08333333333333333,Y
big-n5,letters_lower_w_dejavuserif-bold,letters_lower,w,W,17,0,0.058823529411764705,A
big-n5,letters_lower_x_dejavusans-bold,letters_lower,x,x,4,0,0.25,Y
big-n5,letters_lower_x_dejavusansmono-bold,letters_lower,x,x,2,0,0.5,X
big-n5,letters_lower_x_dejavuserif-bold,letters_lower,x,x,5,0,0.2,Y
big-n5,letters_lower_y_dejavusans-bold,letters_lower,y,y,3,0,0.3333333333333333,Y
big-n5,letters_lower_y_dejavusansmono-bold,letters_lower,y,y,4,0,0.25,Y
big-n5,letters_lower_y_dejavuserif-bold_v2,letters_lower,y,y,3,0,0.3333333333333333,Y
big-n5,letters_lower_z_dejavusans-bold,letters_lower,z,Z,2,0,0.5,Y
big-n5,letters_lower_z_dejavusansmono-bold,letters_lower,z,Z,14,0,0.07142857142857142,Y
big-n5,letters_lower_z_dejavuserif-bold,letters_lower,z,Z,18,0,0.05555555555555555,Y
big-n5,letters_upper_A_dejavusans-bold,letters_upper,A,A,1,1,1.0,A
big-n5,letters_upper_A_dejavusansmono-bold,letters_upper,A,A,1,1,1.0,A
big-n5,letters_upper_A_dejavuserif-bold,letters_upper,A,A,1,1,1.0,A
big-n5,letters_upper_B_dejavusans-bold,letters_upper,B,B,25,0,0.04,D
big-n5,letters_upper_B_dejavusansmono-bold,letters_upper,B,B,8,0,0.125,e
big-n5,letters_upper_B_dejavuserif-bold,letters_upper,B,B,23,0,0.043478260869565216,D
big-n5,letters_upper_C_dejavusans-bold,letters_upper,C,C,4,0,0.25,J
big-n5,letters_upper_C_dejavusansmono-bold,letters_upper,C,C,13,0,0.07692307692307693,L
big-n5,letters_upper_C_dejavuserif-bold,letters_upper,C,C,5,0,0.2,j
big-n5,letters_upper_D_dejavusans-bold,letters_upper,D,D,1,1,1.0,D
big-n5,letters_upper_D_dejavusansmono-bold,letters_upper,D,D,2,0,0.5,d
big-n5,letters_upper_D_dejavuserif-bold,letters_upper,D,D,7,0,0.14285714285714285,i
big-n5,letters_upper_E_dejavusans-bold,letters_upper,E,E,2,0,0.5,e
big-n5,letters_upper_E_dejavusansmono-bold,letters_upper,E,E,1,1,1.0,E
big-n5,letters_upper_E_dejavuserif-bold,letters_upper,E,E,31,0,0.03225806451612903,K
big-n5,letters_upper_F_dejavusans-bold,letters_upper,F,F,1,1,1.0,F
big-n5,letters_upper_F_dejavusansmono-bold,letters_upper,F,F,1,1,1.0,F
big-n5,letters_upper_F_dejavuserif-bold,letters_upper,F,F,7,0,0.14285714285714285,K
big-n5,letters_upper_G_dejavusans-bold,letters_upper,G,G,18,0,0.05555555555555555,L
big-n5,letters_upper_G_dejavusansmono-bold,letters_upper,G,G,16,0,0.0625,q
big-n5,letters_upper_G_dejavuserif-bold,letters_upper,G,G,6,0,0.16666666666666666,J
big-n5,letters_upper_H_dejavusans-bold,letters_upper,H,H,17,0,0.058823529411764705,D
big-n5,letters_upper_H_dejavusansmono-bold,letters_upper,H,H,2,0,0.5,L
big-n5,letters_upper_H_dejavuserif-bold,letters_upper,H,H,33,0,0.030303030303030304,i
big-n5,letters_upper_I_dejavusans-bold,letters_upper,I,1,46,0,0.021739130434782608,L
big-n5,letters_upper_I_dejavusansmono-bold,letters_upper,I,1,16,0,0.0625,X
big-n5,letters_upper_I_dejavuserif-bold,letters_upper,I,1,42,0,0.023809523809523808,i
big-n5,letters_upper_J_dejavusans-bold,letters_upper,J,J,4,0,0.25,L
big-n5,letters_upper_J_dejavusansmono-bold,letters_upper,J,J,5,0,0.2,L
big-n5,letters_upper_J_dejavuserif-bold,letters_upper,J,J,3,0,0.3333333333333333,i
big-n5,letters_upper_K_dejavusans-bold,letters_upper,K,K,8,0,0.125,A
big-n5,letters_upper_K_dejavusansmono-bold,letters_upper,K,K,1,1,1.0,K
big-n5,letters_upper_K_dejavuserif-bold,letters_upper,K,K,12,0,0.08333333333333333,X
big-n5,letters_upper_L_dejavusans-bold,letters_upper,L,L,1,1,1.0,L
big-n5,letters_upper_L_dejavusansmono-bold,letters_upper,L,L,1,1,1.0,L
big-n5,letters_upper_L_dejavuserif-bold,letters_upper,L,L,2,0,0.5,i
big-n5,letters_upper_M_dejavusans-bold,letters_upper,M,M,7,0,0.14285714285714285,V
big-n5,letters_upper_M_dejavusansmono-bold,letters_upper,M,M,1,1,1.0,M
big-n5,letters_upper_M_dejavuserif-bold_v2,letters_upper,M,M,3,0,0.3333333333333333,V
big-n5,letters_upper_N_dejavusans-bold,letters_upper,N,N,10,0,0.1,J
big-n5,letters_upper_N_dejavusansmono-bold,letters_upper,N,N,1,1,1.0,N
big-n5,letters_upper_N_dejavuserif-bold_v2,letters_upper,N,N,36,0,0.027777777777777776,A
big-n5,letters_upper_O_dejavusans-bold,letters_upper,O,0,47,0,0.02127659574468085,Q
big-n5,letters_upper_O_dejavusansmono-bold,letters_upper,O,0,47,0,0.02127659574468085,q
big-n5,letters_upper_O_dejavuserif-bold,letters_upper,O,0,42,0,0.023809523809523808,Q
big-n5,letters_upper_P_dejavusans-bold,letters_upper,P,P,10,0,0.1,D
big-n5,letters_upper_P_dejavusansmono-bold,letters_upper,P,P,7,0,0.14285714285714285,L
big-n5,letters_upper_P_dejavuserif-bold,letters_upper,P,P,19,0,0.05263157894736842,L
big-n5,letters_upper_Q_dejavusans-bold,letters_upper,Q,Q,1,1,1.0,Q
big-n5,letters_upper_Q_dejavusansmono-bold,letters_upper,Q,Q,4,0,0.25,U
big-n5,letters_upper_Q_dejavuserif-bold,letters_upper,Q,Q,1,1,1.0,Q
big-n5,letters_upper_R_dejavusans-bold,letters_upper,R,R,19,0,0.05263157894736842,D
big-n5,letters_upper_R_dejavusansmono-bold,letters_upper,R,R,2,0,0.5,K
big-n5,letters_upper_R_dejavuserif-bold,letters_upper,R,R,2,0,0.5,r
big-n5,letters_upper_S_dejavusans-bold,letters_upper,S,S,18,0,0.05555555555555555,J
big-n5,letters_upper_S_dejavusansmono-bold,letters_upper,S,S,5,0,0.2,g
big-n5,letters_upper_S_dejavuserif-bold,letters_upper,S,S,46,0,0.021739130434782608,L
big-n5,letters_upper_T_dejavusans-bold,letters_upper,T,T,3,0,0.3333333333333333,X
big-n5,letters_upper_T_dejavusansmono-bold,letters_upper,T,T,1,1,1.0,T
big-n5,letters_upper_T_dejavuserif-bold,letters_upper,T,T,3,0,0.3333333333333333,X
big-n5,letters_upper_U_dejavusans-bold,letters_upper,U,U,3,0,0.3333333333333333,Y
big-n5,letters_upper_U_dejavusansmono-bold,letters_upper,U,U,1,1,1.0,U
big-n5,letters_upper_U_dejavuserif-bold_v2,letters_upper,U,U,14,0,0.07142857142857142,J
big-n5,letters_upper_V_dejavusans-bold,letters_upper,V,V,1,1,1.0,V
big-n5,letters_upper_V_dejavusansmono-bold,letters_upper,V,V,1,1,1.0,V
big-n5,letters_upper_V_dejavuserif-bold_v2,letters_upper,V,V,1,1,1.0,V
big-n5,letters_upper_W_dejavusans-bold,letters_upper,W,W,6,0,0.16666666666666666,A
big-n5,letters_upper_W_dejavusansmono-bold,letters_upper,W,W,13,0,0.07692307692307693,Y
big-n5,letters_upper_W_dejavuserif-bold,letters_upper,W,W,31,0,0.03225806451612903,i
big-n5,letters_upper_X_dejavusans-bold,letters_upper,X,X,1,1,1.0,X
big-n5,letters_upper_X_dejavusansmono-bold,letters_upper,X,X,1,1,1.0,X
big-n5,letters_upper_X_dejavuserif-bold,letters_upper,X,X,1,1,1.0,X
big-n5,letters_upper_Y_dejavusans-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n5,letters_upper_Y_dejavusansmono-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n5,letters_upper_Y_dejavuserif-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n5,letters_upper_Z_dejavusans-bold,letters_upper,Z,Z,6,0,0.16666666666666666,X
big-n5,letters_upper_Z_dejavusansmono-bold,letters_upper,Z,Z,18,0,0.05555555555555555,Y
big-n5,letters_upper_Z_dejavuserif-bold,letters_upper,Z,Z,7,0,0.14285714285714285,A
target,digits_0_dejavusans-bold,digits,0,0,6,0,0.16666666666666666,q
target,digits_0_dejavusansmono-bold,digits,0,0,9,0,0.1111111111111111,q
target,digits_0_dejavuserif-bold,digits,0,0,8,0,0.125,q
target,digits_1_dejavusans-bold,digits,1,1,2,0,0.5,i
target,digits_1_dejavusansmono-bold,digits,1,1,2,0,0.5,i
target,digits_1_dejavuserif-bold,digits,1,1,2,0,0.5,i
target,digits_2_dejavusans-bold,digits,2,2,1,1,1.0,2
target,digits_2_dejavusansmono-bold,digits,2,2,1,1,1.0,2
target,digits_2_dejavuserif-bold,digits,2,2,1,1,1.0,2
target,digits_3_dejavusans-bold,digits,3,3,1,1,1.0,3
target,digits_3_dejavusansmono-bold,digits,3,3,1,1,1.0,3
target,digits_3_dejavuserif-bold,digits,3,3,1,1,1.0,3
target,digits_4_dejavusans-bold,digits,4,4,1,1,1.0,4
target,digits_4_dejavusansmono-bold,digits,4,4,1,1,1.0,4
target,digits_4_dejavuserif-bold,digits,4,4,1,1,1.0,4
target,digits_5_dejavusans-bold,digits,5,5,1,1,1.0,5
target,digits_5_dejavusansmono-bold,digits,5,5,1,1,1.0,5
target,digits_5_dejavuserif-bold,digits,5,5,1,1,1.0,5
target,digits_6_dejavusans-bold,digits,6,6,1,1,1.0,6
target,digits_6_dejavusansmono-bold,digits,6,6,1,1,1.0,6
target,digits_6_dejavuserif-bold,digits,6,6,1,1,1.0,6
target,digits_7_dejavusans-bold,digits,7,7,1,1,1.0,7
target,digits_7_dejavusansmono-bold,digits,7,7,1,1,1.0,7
target,digits_7_dejavuserif-bold,digits,7,7,1,1,1.0,7
target,digits_8_dejavusans-bold,digits,8,8,1,1,1.0,8
target,digits_8_dejavusansmono-bold,digits,8,8,1,1,1.0,8
target,digits_8_dejavuserif-bold,digits,8,8,1,1,1.0,8
target,digits_9_dejavusans-bold,digits,9,q,3,0,0.3333333333333333,8
target,digits_9_dejavusansmono-bold,digits,9,q,3,0,0.3333333333333333,8
target,digits_9_dejavuserif-bold,digits,9,q,3,0,0.3333333333333333,8
target,letters_upper_A_dejavusans-bold,letters_upper,A,A,1,1,1.0,A
target,letters_upper_A_dejavusansmono-bold,letters_upper,A,A,1,1,1.0,A
target,letters_upper_A_dejavuserif-bold,letters_upper,A,A,1,1,1.0,A
target,letters_upper_B_dejavusans-bold,letters_upper,B,B,1,1,1.0,B
target,letters_upper_B_dejavusansmono-bold,letters_upper,B,B,1,1,1.0,B
target,letters_upper_B_dejavuserif-bold,letters_upper,B,B,1,1,1.0,B
target,letters_upper_C_dejavusans-bold,letters_upper,C,C,1,1,1.0,C
target,letters_upper_C_dejavusansmono-bold,letters_upper,C,C,1,1,1.0,C
target,letters_upper_C_dejavuserif-bold,letters_upper,C,C,1,1,1.0,C
target,letters_upper_D_dejavusans-bold,letters_upper,D,D,1,1,1.0,D
target,letters_upper_D_dejavusansmono-bold,letters_upper,D,D,1,1,1.0,D
target,letters_upper_D_dejavuserif-bold,letters_upper,D,D,1,1,1.0,D
target,letters_upper_E_dejavusans-bold,letters_upper,E,E,1,1,1.0,E
target,letters_upper_E_dejavusansmono-bold,letters_upper,E,E,1,1,1.0,E
target,letters_upper_E_dejavuserif-bold,letters_upper,E,E,1,1,1.0,E
target,letters_upper_F_dejavusans-bold,letters_upper,F,F,1,1,1.0,F
target,letters_upper_F_dejavusansmono-bold,letters_upper,F,F,1,1,1.0,F
target,letters_upper_F_dejavuserif-bold,letters_upper,F,F,1,1,1.0,F
target,letters_upper_G_dejavusans-bold,letters_upper,G,G,1,1,1.0,G
target,letters_upper_G_dejavusansmono-bold,letters_upper,G,G,1,1,1.0,G
target,letters_upper_G_dejavuserif-bold,letters_upper,G,G,1,1,1.0,G
target,letters_upper_H_dejavusans-bold,letters_upper,H,H,1,1,1.0,H
target,letters_upper_H_dejavusansmono-bold,letters_upper,H,H,1,1,1.0,H
target,letters_upper_H_dejavuserif-bold,letters_upper,H,H,1,1,1.0,H
target,letters_upper_I_dejavusans-bold,letters_upper,I,1,41,0,0.024390243902439025,i
target,letters_upper_I_dejavusansmono-bold,letters_upper,I,1,41,0,0.024390243902439025,T
target,letters_upper_I_dejavuserif-bold,letters_upper,I,1,41,0,0.024390243902439025,i
target,letters_upper_J_dejavusans-bold,letters_upper,J,J,1,1,1.0,J
target,letters_upper_J_dejavusansmono-bold,letters_upper,J,J,1,1,1.0,J
target,letters_upper_J_dejavuserif-bold,letters_upper,J,J,1,1,1.0,J
target,letters_upper_K_dejavusans-bold,letters_upper,K,K,1,1,1.0,K
target,letters_upper_K_dejavusansmono-bold,letters_upper,K,K,1,1,1.0,K
target,letters_upper_K_dejavuserif-bold,letters_upper,K,K,1,1,1.0,K
target,letters_upper_L_dejavusans-bold,letters_upper,L,L,1,1,1.0,L
target,letters_upper_L_dejavusansmono-bold,letters_upper,L,L,1,1,1.0,L
target,letters_upper_L_dejavuserif-bold,letters_upper,L,L,1,1,1.0,L
target,letters_upper_M_dejavusans-bold,letters_upper,M,M,1,1,1.0,M
target,letters_upper_M_dejavusansmono-bold,letters_upper,M,M,1,1,1.0,M
target,letters_upper_M_dejavuserif-bold_v2,letters_upper,M,M,1,1,1.0,M
target,letters_upper_N_dejavusans-bold,letters_upper,N,N,1,1,1.0,N
target,letters_upper_N_dejavusansmono-bold,letters_upper,N,N,1,1,1.0,N
target,letters_upper_N_dejavuserif-bold_v2,letters_upper,N,N,1,1,1.0,N
target,letters_upper_O_dejavusans-bold,letters_upper,O,0,21,0,0.047619047619047616,q
target,letters_upper_O_dejavusansmono-bold,letters_upper,O,0,7,0,0.14285714285714285,q
target,letters_upper_O_dejavuserif-bold,letters_upper,O,0,18,0,0.05555555555555555,q
target,letters_upper_P_dejavusans-bold,letters_upper,P,P,1,1,1.0,P
target,letters_upper_P_dejavusansmono-bold,letters_upper,P,P,1,1,1.0,P
target,letters_upper_P_dejavuserif-bold,letters_upper,P,P,1,1,1.0,P
target,letters_upper_Q_dejavusans-bold,letters_upper,Q,Q,1,1,1.0,Q
target,letters_upper_Q_dejavusansmono-bold,letters_upper,Q,Q,2,0,0.5,q
target,letters_upper_Q_dejavuserif-bold,letters_upper,Q,Q,1,1,1.0,Q
target,letters_upper_R_dejavusans-bold,letters_upper,R,R,1,1,1.0,R
target,letters_upper_R_dejavusansmono-bold,letters_upper,R,R,1,1,1.0,R
target,letters_upper_R_dejavuserif-bold,letters_upper,R,R,1,1,1.0,R
target,letters_upper_S_dejavusans-bold,letters_upper,S,S,1,1,1.0,S
target,letters_upper_S_dejavusansmono-bold,letters_upper,S,S,1,1,1.0,S
target,letters_upper_S_dejavuserif-bold,letters_upper,S,S,1,1,1.0,S
target,letters_upper_T_dejavusans-bold,letters_upper,T,T,1,1,1.0,T
target,letters_upper_T_dejavusansmono-bold,letters_upper,T,T,1,1,1.0,T
target,letters_upper_T_dejavuserif-bold,letters_upper,T,T,1,1,1.0,T
target,letters_upper_U_dejavusans-bold,letters_upper,U,U,1,1,1.0,U
target,letters_upper_U_dejavusansmono-bold,letters_upper,U,U,1,1,1.0,U
target,letters_upper_U_dejavuserif-bold_v2,letters_upper,U,U,1,1,1.0,U
target,letters_upper_V_dejavusans-bold,letters_upper,V,V,1,1,1.0,V
target,letters_upper_V_dejavusansmono-bold,letters_upper,V,V,1,1,1.0,V
target,letters_upper_V_dejavuserif-bold_v2,letters_upper,V,V,1,1,1.0,V
target,letters_upper_W_dejavusans-bold,letters_upper,W,W,1,1,1.0,W
target,letters_upper_W_dejavusansmono-bold,letters_upper,W,W,1,1,1.0,W
target,letters_upper_W_dejavuserif-bold,letters_upper,W,W,1,1,1.0,W
target,letters_upper_X_dejavusans-bold,letters_upper,X,X,2,0,0.5,x
target,letters_upper_X_dejavusansmono-bold,letters_upper,X,X,2,0,0.5,x
target,letters_upper_X_dejavuserif-bold,letters_upper,X,X,2,0,0.5,x
target,letters_upper_Y_dejavusans-bold,letters_upper,Y,Y,1,1,1.0,Y
target,letters_upper_Y_dejavusansmono-bold,letters_upper,Y,Y,1,1,1.0,Y
target,letters_upper_Y_dejavuserif-bold,letters_upper,Y,Y,1,1,1.0,Y
target,letters_upper_Z_dejavusans-bold,letters_upper,Z,Z,1,1,1.0,Z
target,letters_upper_Z_dejavusansmono-bold,letters_upper,Z,Z,1,1,1.0,Z
target,letters_upper_Z_dejavuserif-bold,letters_upper,Z,Z,1,1,1.0,Z
target,letters_lower_a_dejavusans-bold,letters_lower,a,a,1,1,1.0,a
target,letters_lower_a_dejavusansmono-bold,letters_lower,a,a,1,1,1.0,a
target,letters_lower_a_dejavuserif-bold,letters_lower,a,a,1,1,1.0,a
target,letters_lower_b_dejavusans-bold,letters_lower,b,b,1,1,1.0,b
target,letters_lower_b_dejavusansmono-bold,letters_lower,b,b,1,1,1.0,b
target,letters_lower_b_dejavuserif-bold,letters_lower,b,b,1,1,1.0,b
target,letters_lower_c_dejavusans-bold,letters_lower,c,C,1,1,1.0,C
target,letters_lower_c_dejavusansmono-bold,letters_lower,c,C,1,1,1.0,C
target,letters_lower_c_dejavuserif-bold,letters_lower,c,C,1,1,1.0,C
target,letters_lower_d_dejavusans-bold,letters_lower,d,d,1,1,1.0,d
target,letters_lower_d_dejavusansmono-bold,letters_lower,d,d,1,1,1.0,d
target,letters_lower_d_dejavuserif-bold,letters_lower,d,d,1,1,1.0,d
target,letters_lower_e_dejavusans-bold,letters_lower,e,e,1,1,1.0,e
target,letters_lower_e_dejavusansmono-bold,letters_lower,e,e,1,1,1.0,e
target,letters_lower_e_dejavuserif-bold,letters_lower,e,e,2,0,0.5,E
target,letters_lower_f_dejavusans-bold,letters_lower,f,f,2,0,0.5,F
target,letters_lower_f_dejavusansmono-bold,letters_lower,f,f,2,0,0.5,F
target,letters_lower_f_dejavuserif-bold,letters_lower,f,f,1,1,1.0,f
target,letters_lower_g_dejavusans-bold,letters_lower,g,g,2,0,0.5,G
target,letters_lower_g_dejavusansmono-bold,letters_lower,g,g,2,0,0.5,G
target,letters_lower_g_dejavuserif-bold,letters_lower,g,g,2,0,0.5,G
target,letters_lower_h_dejavusans-bold,letters_lower,h,h,1,1,1.0,h
target,letters_lower_h_dejavusansmono-bold,letters_lower,h,h,1,1,1.0,h
target,letters_lower_h_dejavuserif-bold,letters_lower,h,h,1,1,1.0,h
target,letters_lower_i_dejavusans-bold,letters_lower,i,i,1,1,1.0,i
target,letters_lower_i_dejavusansmono-bold,letters_lower,i,i,1,1,1.0,i
target,letters_lower_i_dejavuserif-bold,letters_lower,i,i,1,1,1.0,i
target,letters_lower_j_dejavusans-bold,letters_lower,j,j,2,0,0.5,J
target,letters_lower_j_dejavusansmono-bold,letters_lower,j,j,1,1,1.0,j
target,letters_lower_j_dejavuserif-bold,letters_lower,j,j,1,1,1.0,j
target,letters_lower_k_dejavusans-bold,letters_lower,k,K,1,1,1.0,K
target,letters_lower_k_dejavusansmono-bold,letters_lower,k,K,1,1,1.0,K
target,letters_lower_k_dejavuserif-bold,letters_lower,k,K,1,1,1.0,K
target,letters_lower_l_dejavusans-bold,letters_lower,l,1,41,0,0.024390243902439025,i
target,letters_lower_l_dejavusansmono-bold,letters_lower,l,1,42,0,0.023809523809523808,J
target,letters_lower_l_dejavuserif-bold,letters_lower,l,1,4,0,0.25,i
target,letters_lower_m_dejavusans-bold,letters_lower,m,M,1,1,1.0,M
target,letters_lower_m_dejavusansmono-bold,letters_lower,m,M,1,1,1.0,M
target,letters_lower_m_dejavuserif-bold,letters_lower,m,M,1,1,1.0,M
target,letters_lower_n_dejavusans-bold,letters_lower,n,n,1,1,1.0,n
target,letters_lower_n_dejavusansmono-bold,letters_lower,n,n,1,1,1.0,n
target,letters_lower_n_dejavuserif-bold,letters_lower,n,n,1,1,1.0,n
target,letters_lower_o_dejavusans-bold,letters_lower,o,0,20,0,0.05,q
target,letters_lower_o_dejavusansmono-bold,letters_lower,o,0,18,0,0.05555555555555555,q
target,letters_lower_o_dejavuserif-bold,letters_lower,o,0,13,0,0.07692307692307693,q
target,letters_lower_p_dejavusans-bold,letters_lower,p,P,1,1,1.0,P
target,letters_lower_p_dejavusansmono-bold,letters_lower,p,P,1,1,1.0,P
target,letters_lower_p_dejavuserif-bold,letters_lower,p,P,1,1,1.0,P
target,letters_lower_q_dejavusans-bold,letters_lower,q,q,5,0,0.2,G
target,letters_lower_q_dejavusansmono-bold,letters_lower,q,q,4,0,0.25,G
target,letters_lower_q_dejavuserif-bold,letters_lower,q,q,4,0,0.25,G
target,letters_lower_r_dejavusans-bold,letters_lower,r,r,1,1,1.0,r
target,letters_lower_r_dejavusansmono-bold,letters_lower,r,r,1,1,1.0,r
target,letters_lower_r_dejavuserif-bold,letters_lower,r,r,1,1,1.0,r
target,letters_lower_s_dejavusans-bold,letters_lower,s,S,1,1,1.0,S
target,letters_lower_s_dejavusansmono-bold,letters_lower,s,S,1,1,1.0,S
target,letters_lower_s_dejavuserif-bold,letters_lower,s,S,1,1,1.0,S
target,letters_lower_t_dejavusans-bold,letters_lower,t,t,2,0,0.5,T
target,letters_lower_t_dejavusansmono-bold,letters_lower,t,t,2,0,0.5,T
target,letters_lower_t_dejavuserif-bold,letters_lower,t,t,2,0,0.5,T
target,letters_lower_u_dejavusans-bold,letters_lower,u,u,2,0,0.5,U
target,letters_lower_u_dejavusansmono-bold,letters_lower,u,u,2,0,0.5,U
target,letters_lower_u_dejavuserif-bold,letters_lower,u,u,2,0,0.5,U
target,letters_lower_v_dejavusans-bold,letters_lower,v,V,1,1,1.0,V
target,letters_lower_v_dejavusansmono-bold,letters_lower,v,V,1,1,1.0,V
target,letters_lower_v_dejavuserif-bold,letters_lower,v,V,1,1,1.0,V
target,letters_lower_w_dejavusans-bold,letters_lower,w,W,1,1,1.0,W
target,letters_lower_w_dejavusansmono-bold,letters_lower,w,W,1,1,1.0,W
target,letters_lower_w_dejavuserif-bold,letters_lower,w,W,1,1,1.0,W
target,letters_lower_x_dejavusans-bold,letters_lower,x,x,1,1,1.0,x
target,letters_lower_x_dejavusansmono-bold,letters_lower,x,x,1,1,1.0,x
target,letters_lower_x_dejavuserif-bold,letters_lower,x,x,1,1,1.0,x
target,letters_lower_y_dejavusans-bold,letters_lower,y,y,2,0,0.5,Y
target,letters_lower_y_dejavusansmono-bold,letters_lower,y,y,2,0,0.5,Y
target,letters_lower_y_dejavuserif-bold_v2,letters_lower,y,y,2,0,0.5,Y
target,letters_lower_z_dejavusans-bold,letters_lower,z,Z,1,1,1.0,Z
target,letters_lower_z_dejavusansmono-bold,letters_lower,z,Z,1,1,1.0,Z
target,letters_lower_z_dejavuserif-bold,letters_lower,z,Z,1,1,1.0,Z
