condition,budget,n_robots,id,subset,best_iou,best_iou_vs_original,mean_iou,mean_iou_vs_original,std_iou,min_iou,n_runs,seconds
small-n3,small,3,letters_lower_d_dejavuserif-bold,letters_lower,0.7088,0.7088,0.6731,0.6731,0.0217,0.6442,5,43.3
small-n3,small,3,letters_lower_e_dejavusans-bold,letters_lower,0.666,0.666,0.6483,0.6483,0.0152,0.6299,5,43.5
small-n3,small,3,letters_lower_e_dejavusansmono-bold,letters_lower,0.6152,0.6152,0.5932,0.5932,0.0205,0.5606,5,43.6
small-n3,small,3,letters_lower_e_dejavuserif-bold,letters_lower,0.6191,0.6191,0.6052,0.6052,0.0082,0.596,5,42.9
small-n3,small,3,letters_lower_f_dejavusans-bold,letters_lower,0.788,0.788,0.7659,0.7659,0.0213,0.7255,5,43.1
small-n3,small,3,letters_lower_f_dejavusansmono-bold,letters_lower,0.7072,0.7072,0.6825,0.6825,0.0211,0.6446,5,43.6
small-n3,small,3,letters_lower_f_dejavuserif-bold,letters_lower,0.7843,0.7843,0.7578,0.7578,0.02,0.7282,5,43.1
small-n3,small,3,letters_lower_g_dejavusans-bold,letters_lower,0.7078,0.7078,0.6641,0.6641,0.0241,0.6354,5,44.0
small-n3,small,3,letters_lower_g_dejavusansmono-bold,letters_lower,0.7315,0.7315,0.7156,0.7156,0.0097,0.7051,5,43.2
small-n3,small,3,letters_lower_g_dejavuserif-bold,letters_lower,0.664,0.664,0.6466,0.6466,0.0154,0.6189,5,43.9
small-n3,small,3,letters_lower_h_dejavusans-bold,letters_lower,0.7082,0.7082,0.6506,0.6506,0.0522,0.5764,5,44.3
small-n3,small,3,letters_lower_h_dejavusansmono-bold,letters_lower,0.7555,0.7555,0.7121,0.7121,0.026,0.6841,5,43.4
small-n3,small,3,letters_lower_h_dejavuserif-bold,letters_lower,0.709,0.709,0.6714,0.6714,0.0379,0.6105,5,43.2
small-n3,small,3,letters_lower_i_dejavusans-bold,letters_lower,0.7394,0.7394,0.7222,0.7222,0.0134,0.7063,5,44.3
small-n3,small,3,letters_lower_i_dejavusansmono-bold,letters_lower,0.641,0.641,0.6234,0.6234,0.0228,0.579,5,43.6
small-n3,small,3,letters_lower_i_dejavuserif-bold,letters_lower,0.7471,0.7471,0.7126,0.7126,0.0226,0.6785,5,44.3
small-n3,small,3,letters_lower_j_dejavusans-bold,letters_lower,0.7038,0.7038,0.6739,0.6739,0.0367,0.6129,5,44.1
small-n3,small,3,letters_lower_j_dejavusansmono-bold,letters_lower,0.6317,0.6317,0.5721,0.5721,0.0428,0.5082,5,43.8
small-n3,small,3,letters_lower_j_dejavuserif-bold,letters_lower,0.7069,0.7069,0.6405,0.6405,0.0575,0.5362,5,44.3
small-n3,small,3,letters_lower_k_dejavusans-bold,letters_lower,0.7088,0.7088,0.6881,0.6881,0.0198,0.6522,5,43.0
small-n3,small,3,letters_lower_k_dejavusansmono-bold,letters_lower,0.7138,0.7138,0.6982,0.6982,0.0158,0.6762,5,44.2
small-n3,small,3,letters_lower_k_dejavuserif-bold,letters_lower,0.6788,0.6788,0.6619,0.6619,0.0134,0.6488,5,44.3
small-n3,small,3,letters_lower_l_dejavusans-bold,letters_lower,0.8213,0.8213,0.7817,0.7817,0.0308,0.7264,5,43.5
small-n3,small,3,letters_lower_l_dejavusansmono-bold,letters_lower,0.7173,0.7173,0.6989,0.6989,0.0123,0.6838,5,43.1
small-n3,small,3,letters_lower_l_dejavuserif-bold,letters_lower,0.7881,0.7881,0.7714,0.7714,0.0117,0.7575,5,43.0
small-n3,small,3,letters_lower_m_dejavusans-bold,letters_lower,0.6545,0.6545,0.6187,0.6187,0.0351,0.553,5,43.2
small-n3,small,3,letters_lower_m_dejavusansmono-bold,letters_lower,0.6272,0.6272,0.5719,0.5719,0.039,0.5276,5,43.2
small-n3,small,3,letters_lower_m_dejavuserif-bold,letters_lower,0.6623,0.6623,0.6333,0.6333,0.0198,0.6025,5,44.0
small-n3,small,3,letters_lower_n_dejavusans-bold,letters_lower,0.7042,0.7042,0.6257,0.6257,0.063,0.5255,5,43.4
small-n3,small,3,letters_lower_n_dejavusansmono-bold,letters_lower,0.7039,0.7039,0.6812,0.6812,0.0175,0.6503,5,44.4
small-n3,small,3,letters_lower_n_dejavuserif-bold,letters_lower,0.7163,0.7163,0.673,0.673,0.0348,0.6217,5,43.8
small-n3,small,3,letters_lower_o_dejavusans-bold,letters_lower,0.8107,0.8107,0.7637,0.7637,0.0241,0.7455,5,44.0
small-n3,small,3,letters_lower_o_dejavusansmono-bold,letters_lower,0.7683,0.7683,0.7306,0.7306,0.0328,0.6894,5,43.1
small-n3,small,3,letters_lower_o_dejavuserif-bold,letters_lower,0.7477,0.7477,0.7208,0.7208,0.0258,0.6817,5,43.7
small-n3,small,3,letters_lower_p_dejavusans-bold,letters_lower,0.7137,0.7137,0.6931,0.6931,0.0132,0.6762,5,43.4
small-n3,small,3,letters_lower_p_dejavusansmono-bold,letters_lower,0.7317,0.7317,0.7151,0.7151,0.0184,0.6792,5,42.8
small-n3,small,3,letters_lower_p_dejavuserif-bold,letters_lower,0.7069,0.7069,0.6545,0.6545,0.0367,0.6135,5,43.6
small-n3,small,3,letters_lower_q_dejavusans-bold,letters_lower,0.6684,0.6684,0.645,0.645,0.0183,0.6277,5,43.9
small-n3,small,3,letters_lower_q_dejavusansmono-bold,letters_lower,0.6792,0.6792,0.642,0.642,0.031,0.5865,5,44.2
small-n3,small,3,letters_lower_q_dejavuserif-bold,letters_lower,0.6538,0.6538,0.6369,0.6369,0.0101,0.624,5,43.4
small-n3,small,3,letters_lower_r_dejavusans-bold,letters_lower,0.8518,0.8518,0.828,0.828,0.017,0.8001,5,43.3
small-n3,small,3,letters_lower_r_dejavusansmono-bold,letters_lower,0.8421,0.8421,0.8229,0.8229,0.015,0.8044,5,43.3
small-n3,small,3,letters_lower_r_dejavuserif-bold,letters_lower,0.7262,0.7262,0.7104,0.7104,0.0097,0.6991,5,43.9
small-n3,small,3,letters_lower_s_dejavusans-bold,letters_lower,0.662,0.662,0.6251,0.6251,0.0203,0.6002,5,43.1
small-n3,small,3,letters_lower_s_dejavusansmono-bold,letters_lower,0.676,0.676,0.6134,0.6134,0.0524,0.5359,5,43.5
small-n3,small,3,letters_lower_s_dejavuserif-bold,letters_lower,0.5878,0.5878,0.5542,0.5542,0.0181,0.5385,5,43.2
small-n3,small,3,letters_lower_t_dejavusans-bold,letters_lower,0.7808,0.7808,0.7439,0.7439,0.023,0.716,5,43.0
small-n3,small,3,letters_lower_t_dejavusansmono-bold,letters_lower,0.7028,0.7028,0.6688,0.6688,0.0199,0.6433,5,42.3
small-n3,small,3,letters_lower_t_dejavuserif-bold,letters_lower,0.7497,0.7497,0.7246,0.7246,0.015,0.7053,5,43.6
small-n3,small,3,letters_lower_u_dejavusans-bold,letters_lower,0.7335,0.7335,0.6966,0.6966,0.0248,0.6571,5,44.5
small-n3,small,3,letters_lower_u_dejavusansmono-bold,letters_lower,0.7831,0.7831,0.754,0.754,0.0208,0.725,5,44.6
small-n3,small,3,letters_lower_u_dejavuserif-bold,letters_lower,0.7178,0.7178,0.6819,0.6819,0.0261,0.6548,5,44.7
small-n3,small,3,letters_lower_v_dejavusans-bold,letters_lower,0.7816,0.7816,0.7711,0.7711,0.0122,0.7517,5,44.5
small-n3,small,3,letters_lower_v_dejavusansmono-bold,letters_lower,0.8082,0.8082,0.7798,0.7798,0.0322,0.7235,5,43.7
small-n3,small,3,letters_lower_v_dejavuserif-bold,letters_lower,0.7367,0.7367,0.7254,0.7254,0.012,0.7035,5,43.9
small-n3,small,3,letters_lower_w_dejavusans-bold,letters_lower,0.6857,0.6857,0.6518,0.6518,0.02,0.6278,5,44.9
small-n3,small,3,letters_lower_w_dejavusansmono-bold,letters_lower,0.6643,0.6643,0.6227,0.6227,0.0386,0.5542,5,44.7
small-n3,small,3,letters_lower_w_dejavuserif-bold,letters_lower,0.591,0.591,0.5817,0.5817,0.0101,0.5631,5,44.4
small-n3,small,3,letters_lower_x_dejavusans-bold,letters_lower,0.6728,0.6728,0.6438,0.6438,0.0186,0.6181,5,44.8
small-n3,small,3,letters_lower_x_dejavusansmono-bold,letters_lower,0.664,0.664,0.6279,0.6279,0.0239,0.5992,5,44.9
small-n3,small,3,letters_lower_x_dejavuserif-bold,letters_lower,0.6481,0.6481,0.6006,0.6006,0.033,0.5656,5,43.5
small-n3,small,3,letters_lower_y_dejavusans-bold,letters_lower,0.8146,0.8146,0.7691,0.7691,0.0374,0.7227,5,42.7
small-n3,small,3,letters_lower_y_dejavusansmono-bold,letters_lower,0.7517,0.7517,0.7204,0.7204,0.0219,0.6895,5,39.8
small-n3,small,3,letters_lower_y_dejavuserif-bold_v2,letters_lower,0.7103,0.7103,0.6909,0.6909,0.0215,0.6601,5,39.6
small-n3,small,3,letters_lower_z_dejavusans-bold,letters_lower,0.6861,0.6861,0.6655,0.6655,0.0173,0.6402,5,42.5
small-n3,small,3,letters_lower_z_dejavusansmono-bold,letters_lower,0.6888,0.6888,0.6376,0.6376,0.0305,0.6041,5,43.5
small-n3,small,3,letters_lower_z_dejavuserif-bold,letters_lower,0.6884,0.6884,0.6409,0.6409,0.0247,0.6194,5,43.6
small-n3,small,3,letters_upper_A_dejavusans-bold,letters_upper,0.6487,0.6487,0.6361,0.6361,0.0141,0.6144,5,44.5
small-n3,small,3,letters_upper_A_dejavusansmono-bold,letters_upper,0.7394,0.7394,0.6746,0.6746,0.0362,0.6376,5,43.9
small-n3,small,3,letters_upper_A_dejavuserif-bold,letters_upper,0.6042,0.6042,0.5828,0.5828,0.0159,0.5594,5,45.5
small-n3,small,3,letters_upper_B_dejavusans-bold,letters_upper,0.7305,0.7305,0.6763,0.6763,0.0408,0.6314,5,45.1
small-n3,small,3,letters_upper_B_dejavusansmono-bold,letters_upper,0.7145,0.7145,0.6896,0.6896,0.0231,0.6467,5,44.9
small-n3,small,3,letters_upper_B_dejavuserif-bold,letters_upper,0.7453,0.7453,0.653,0.653,0.0523,0.5991,5,45.0
small-n3,small,3,letters_upper_C_dejavusans-bold,letters_upper,0.7378,0.7378,0.6873,0.6873,0.0339,0.6402,5,43.2
small-n3,small,3,letters_upper_C_dejavusansmono-bold,letters_upper,0.7381,0.7381,0.6996,0.6996,0.0259,0.6597,5,43.4
small-n3,small,3,letters_upper_C_dejavuserif-bold,letters_upper,0.6381,0.6381,0.6221,0.6221,0.0193,0.5863,5,44.1
small-n3,small,3,letters_upper_D_dejavusans-bold,letters_upper,0.7717,0.7717,0.7217,0.7217,0.0354,0.6825,5,43.0
small-n3,small,3,letters_upper_D_dejavusansmono-bold,letters_upper,0.7769,0.7769,0.7464,0.7464,0.0277,0.6979,5,42.4
small-n3,small,3,letters_upper_D_dejavuserif-bold,letters_upper,0.7476,0.7476,0.7113,0.7113,0.0366,0.6438,5,43.1
small-n3,small,3,letters_upper_E_dejavusans-bold,letters_upper,0.72,0.72,0.6704,0.6704,0.0251,0.6535,5,43.1
small-n3,small,3,letters_upper_E_dejavusansmono-bold,letters_upper,0.7119,0.7119,0.6883,0.6883,0.0188,0.6682,5,43.4
small-n3,small,3,letters_upper_E_dejavuserif-bold,letters_upper,0.6313,0.6313,0.5978,0.5978,0.0205,0.5763,5,44.0
small-n3,small,3,letters_upper_F_dejavusans-bold,letters_upper,0.7373,0.7373,0.6926,0.6926,0.0288,0.6489,5,43.5
small-n3,small,3,letters_upper_F_dejavusansmono-bold,letters_upper,0.7355,0.7355,0.6809,0.6809,0.0499,0.5973,5,43.0
small-n3,small,3,letters_upper_F_dejavuserif-bold,letters_upper,0.6621,0.6621,0.6403,0.6403,0.0168,0.6191,5,43.7
small-n3,small,3,letters_upper_G_dejavusans-bold,letters_upper,0.6928,0.6928,0.6434,0.6434,0.0396,0.5737,5,44.1
small-n3,small,3,letters_upper_G_dejavusansmono-bold,letters_upper,0.6678,0.6678,0.6428,0.6428,0.0156,0.6273,5,45.1
small-n3,small,3,letters_upper_G_dejavuserif-bold,letters_upper,0.5855,0.5855,0.5692,0.5692,0.0162,0.5382,5,44.1
small-n3,small,3,letters_upper_H_dejavusans-bold,letters_upper,0.653,0.653,0.5953,0.5953,0.0492,0.5199,5,43.9
small-n3,small,3,letters_upper_H_dejavusansmono-bold,letters_upper,0.6412,0.6412,0.6209,0.6209,0.0182,0.5983,5,44.5
small-n3,small,3,letters_upper_H_dejavuserif-bold,letters_upper,0.6239,0.6239,0.5944,0.5944,0.0192,0.5644,5,43.6
small-n3,small,3,letters_upper_I_dejavusans-bold,letters_upper,0.8224,0.8224,0.8047,0.8047,0.0158,0.7846,5,44.0
small-n3,small,3,letters_upper_I_dejavusansmono-bold,letters_upper,0.7311,0.7311,0.7219,0.7219,0.0114,0.6996,5,43.9
small-n3,small,3,letters_upper_I_dejavuserif-bold,letters_upper,0.8255,0.8255,0.7961,0.7961,0.0153,0.7812,5,43.9
small-n3,small,3,letters_upper_J_dejavusans-bold,letters_upper,0.8496,0.8496,0.7543,0.7543,0.0506,0.6992,5,43.9
small-n3,small,3,letters_upper_J_dejavusansmono-bold,letters_upper,0.7256,0.7256,0.7107,0.7107,0.011,0.6923,5,43.8
small-n3,small,3,letters_upper_J_dejavuserif-bold,letters_upper,0.7605,0.7605,0.7271,0.7271,0.0195,0.7086,5,44.0
small-n3,small,3,letters_upper_K_dejavusans-bold,letters_upper,0.6519,0.6519,0.6095,0.6095,0.0233,0.5875,5,43.4
small-n3,small,3,letters_upper_K_dejavusansmono-bold,letters_upper,0.6643,0.6643,0.6356,0.6356,0.0249,0.6037,5,43.4
small-n3,small,3,letters_upper_K_dejavuserif-bold,letters_upper,0.6476,0.6476,0.6002,0.6002,0.0346,0.548,5,43.6
small-n3,small,3,letters_upper_L_dejavusans-bold,letters_upper,0.8673,0.8673,0.8195,0.8195,0.0425,0.7654,5,43.7
small-n3,small,3,letters_upper_L_dejavusansmono-bold,letters_upper,0.8225,0.8225,0.7691,0.7691,0.0377,0.7074,5,43.3
small-n3,small,3,letters_upper_L_dejavuserif-bold,letters_upper,0.7667,0.7667,0.7581,0.7581,0.008,0.7457,5,44.1
small-n3,small,3,letters_upper_M_dejavusans-bold,letters_upper,0.593,0.593,0.5698,0.5698,0.0288,0.5138,5,42.7
small-n3,small,3,letters_upper_M_dejavusansmono-bold,letters_upper,0.5895,0.5895,0.5602,0.5602,0.0189,0.5311,5,42.8
small-n3,small,3,letters_upper_M_dejavuserif-bold_v2,letters_upper,0.6824,0.6824,0.6259,0.6259,0.0459,0.5614,5,42.3
small-n3,small,3,letters_upper_N_dejavusans-bold,letters_upper,0.6946,0.6946,0.6311,0.6311,0.044,0.5792,5,42.5
small-n3,small,3,letters_upper_N_dejavusansmono-bold,letters_upper,0.6931,0.6931,0.6495,0.6495,0.0325,0.6,5,42.8
small-n3,small,3,letters_upper_N_dejavuserif-bold_v2,letters_upper,0.5849,0.5849,0.5408,0.5408,0.0259,0.5129,5,43.3
small-n3,small,3,letters_upper_O_dejavusans-bold,letters_upper,0.7503,0.7503,0.6994,0.6994,0.0301,0.6644,5,43.6
small-n3,small,3,letters_upper_O_dejavusansmono-bold,letters_upper,0.7823,0.7823,0.7524,0.7524,0.029,0.6989,5,43.5
small-n3,small,3,letters_upper_O_dejavuserif-bold,letters_upper,0.7245,0.7245,0.6696,0.6696,0.0397,0.6113,5,43.5
small-n3,small,3,letters_upper_P_dejavusans-bold,letters_upper,0.7074,0.7074,0.6792,0.6792,0.0187,0.6582,5,43.1
small-n3,small,3,letters_upper_P_dejavusansmono-bold,letters_upper,0.7156,0.7156,0.6852,0.6852,0.0294,0.6361,5,42.8
small-n3,small,3,letters_upper_P_dejavuserif-bold,letters_upper,0.6708,0.6708,0.6513,0.6513,0.0231,0.6079,5,43.9
small-n3,small,3,letters_upper_Q_dejavusans-bold,letters_upper,0.684,0.684,0.6624,0.6624,0.0201,0.6308,5,43.3
small-n3,small,3,letters_upper_Q_dejavusansmono-bold,letters_upper,0.7105,0.7105,0.6712,0.6712,0.0198,0.6581,5,44.7
small-n3,small,3,letters_upper_Q_dejavuserif-bold,letters_upper,0.6311,0.6311,0.6114,0.6114,0.0124,0.5951,5,43.1
small-n3,small,3,letters_upper_R_dejavusans-bold,letters_upper,0.6889,0.6889,0.6207,0.6207,0.0371,0.5761,5,44.6
small-n3,small,3,letters_upper_R_dejavusansmono-bold,letters_upper,0.6436,0.6436,0.633,0.633,0.0082,0.6219,5,43.7
small-n3,small,3,letters_upper_R_dejavuserif-bold,letters_upper,0.68,0.68,0.5993,0.5993,0.0459,0.5495,5,43.3
small-n3,small,3,letters_upper_S_dejavusans-bold,letters_upper,0.6532,0.6532,0.6189,0.6189,0.0187,0.5982,5,44.2
small-n3,small,3,letters_upper_S_dejavusansmono-bold,letters_upper,0.6396,0.6396,0.5974,0.5974,0.0377,0.5461,5,45.1
small-n3,small,3,letters_upper_S_dejavuserif-bold,letters_upper,0.5598,0.5598,0.5268,0.5268,0.031,0.4778,5,45.3
small-n3,small,3,letters_upper_T_dejavusans-bold,letters_upper,0.7666,0.7666,0.7355,0.7355,0.0225,0.7044,5,44.2
small-n3,small,3,letters_upper_T_dejavusansmono-bold,letters_upper,0.7302,0.7302,0.7057,0.7057,0.0193,0.679,5,44.1
small-n3,small,3,letters_upper_T_dejavuserif-bold,letters_upper,0.7003,0.7003,0.6713,0.6713,0.0157,0.6565,5,44.3
small-n3,small,3,letters_upper_U_dejavusans-bold,letters_upper,0.7846,0.7846,0.7294,0.7294,0.0355,0.6779,5,43.5
small-n3,small,3,letters_upper_U_dejavusansmono-bold,letters_upper,0.7441,0.7441,0.7307,0.7307,0.0134,0.7138,5,43.8
small-n3,small,3,letters_upper_U_dejavuserif-bold_v2,letters_upper,0.6983,0.6983,0.6287,0.6287,0.0636,0.5251,5,44.1
small-n3,small,3,letters_upper_V_dejavusans-bold,letters_upper,0.802,0.802,0.7682,0.7682,0.0293,0.7145,5,42.7
small-n3,small,3,letters_upper_V_dejavusansmono-bold,letters_upper,0.7887,0.7887,0.7647,0.7647,0.0143,0.7455,5,43.8
small-n3,small,3,letters_upper_V_dejavuserif-bold_v2,letters_upper,0.7758,0.7758,0.7459,0.7459,0.0229,0.7081,5,43.7
small-n3,small,3,letters_upper_W_dejavusans-bold,letters_upper,0.6701,0.6701,0.6022,0.6022,0.0403,0.5468,5,43.5
small-n3,small,3,letters_upper_W_dejavusansmono-bold,letters_upper,0.673,0.673,0.6493,0.6493,0.0218,0.6202,5,43.6
small-n3,small,3,letters_upper_W_dejavuserif-bold,letters_upper,0.5683,0.5683,0.5383,0.5383,0.0236,0.5025,5,43.8
small-n3,small,3,letters_upper_X_dejavusans-bold,letters_upper,0.6057,0.6057,0.5895,0.5895,0.0202,0.5511,5,44.0
small-n3,small,3,letters_upper_X_dejavusansmono-bold,letters_upper,0.6632,0.6632,0.6035,0.6035,0.037,0.5548,5,42.7
small-n3,small,3,letters_upper_X_dejavuserif-bold,letters_upper,0.5633,0.5633,0.5482,0.5482,0.0132,0.5257,5,43.2
small-n3,small,3,letters_upper_Y_dejavusans-bold,letters_upper,0.7856,0.7856,0.7676,0.7676,0.0246,0.7193,5,43.1
small-n3,small,3,letters_upper_Y_dejavusansmono-bold,letters_upper,0.7595,0.7595,0.7118,0.7118,0.033,0.6583,5,43.7
small-n3,small,3,letters_upper_Y_dejavuserif-bold,letters_upper,0.7393,0.7393,0.7213,0.7213,0.0156,0.7033,5,43.4
small-n3,small,3,letters_upper_Z_dejavusans-bold,letters_upper,0.6554,0.6554,0.622,0.622,0.0216,0.5913,5,42.3
small-n3,small,3,letters_upper_Z_dejavusansmono-bold,letters_upper,0.6737,0.6737,0.6513,0.6513,0.0151,0.6279,5,43.6
small-n3,small,3,letters_upper_Z_dejavuserif-bold,letters_upper,0.6479,0.6479,0.6135,0.6135,0.0183,0.5949,5,43.2
small-n5,small,5,digits_0_dejavusans-bold,digits,0.8237,0.8237,0.7924,0.7924,0.0286,0.739,5,67.6
small-n5,small,5,digits_0_dejavusansmono-bold,digits,0.7788,0.7788,0.7191,0.7191,0.0386,0.6615,5,67.0
small-n5,small,5,digits_0_dejavuserif-bold,digits,0.7235,0.7235,0.6956,0.6956,0.0256,0.6555,5,66.7
small-n5,small,5,digits_1_dejavusans-bold,digits,0.7713,0.7713,0.7405,0.7405,0.0192,0.7119,5,68.8
small-n5,small,5,digits_1_dejavusansmono-bold,digits,0.7554,0.7554,0.7308,0.7308,0.0144,0.7139,5,68.1
small-n5,small,5,digits_1_dejavuserif-bold,digits,0.7684,0.7684,0.7115,0.7115,0.0442,0.6535,5,68.5
small-n5,small,5,digits_2_dejavusans-bold,digits,0.731,0.731,0.694,0.694,0.0226,0.6601,5,65.2
small-n5,small,5,digits_2_dejavusansmono-bold,digits,0.6627,0.6627,0.6287,0.6287,0.0267,0.5824,5,65.5
small-n5,small,5,digits_2_dejavuserif-bold,digits,0.6675,0.6675,0.6313,0.6313,0.0195,0.6138,5,65.4
small-n5,small,5,digits_3_dejavusans-bold,digits,0.6819,0.6819,0.6573,0.6573,0.014,0.6446,5,65.8
small-n5,small,5,digits_3_dejavusansmono-bold,digits,0.6233,0.6233,0.6035,0.6035,0.0194,0.5666,5,65.7
small-n5,small,5,digits_3_dejavuserif-bold,digits,0.6139,0.6139,0.5622,0.5622,0.0323,0.5168,5,64.9
small-n5,small,5,digits_4_dejavusans-bold,digits,0.7145,0.7145,0.7063,0.7063,0.0095,0.6883,5,65.4
small-n5,small,5,digits_4_dejavusansmono-bold,digits,0.6939,0.6939,0.6757,0.6757,0.0182,0.6465,5,67.1
small-n5,small,5,digits_4_dejavuserif-bold,digits,0.6658,0.6658,0.6368,0.6368,0.0215,0.6073,5,66.2
small-n5,small,5,digits_5_dejavusans-bold,digits,0.6778,0.6778,0.6628,0.6628,0.0131,0.6461,5,65.3
small-n5,small,5,digits_5_dejavusansmono-bold,digits,0.6643,0.6643,0.6392,0.6392,0.0234,0.5961,5,66.6
small-n5,small,5,digits_5_dejavuserif-bold,digits,0.5767,0.5767,0.5545,0.5545,0.0141,0.5361,5,65.4
small-n5,small,5,digits_6_dejavusans-bold,digits,0.7862,0.7862,0.7249,0.7249,0.0499,0.6395,5,65.8
small-n5,small,5,digits_6_dejavusansmono-bold,digits,0.7444,0.7444,0.7149,0.7149,0.033,0.6507,5,66.1
small-n5,small,5,digits_6_dejavuserif-bold,digits,0.6987,0.6987,0.6656,0.6656,0.0222,0.6335,5,65.9
small-n5,small,5,digits_7_dejavusans-bold,digits,0.7649,0.7649,0.7345,0.7345,0.0297,0.6817,5,67.1
small-n5,small,5,digits_7_dejavusansmono-bold,digits,0.7079,0.7079,0.6355,0.6355,0.0371,0.6117,5,67.3
small-n5,small,5,digits_7_dejavuserif-bold,digits,0.5444,0.5444,0.5175,0.5175,0.0188,0.4984,5,66.7
small-n5,small,5,digits_8_dejavusans-bold,digits,0.7606,0.7606,0.7316,0.7316,0.0227,0.7016,5,68.1
small-n5,small,5,digits_8_dejavusansmono-bold,digits,0.7107,0.7107,0.68,0.68,0.0329,0.62,5,67.0
small-n5,small,5,digits_8_dejavuserif-bold,digits,0.7416,0.7416,0.6844,0.6844,0.0386,0.6369,5,68.1
small-n5,small,5,digits_9_dejavusans-bold,digits,0.7339,0.7339,0.7248,0.7248,0.0057,0.7174,5,66.4
small-n5,small,5,digits_9_dejavusansmono-bold,digits,0.7243,0.7243,0.6927,0.6927,0.0169,0.6761,5,69.2
small-n5,small,5,digits_9_dejavuserif-bold,digits,0.7115,0.7115,0.6799,0.6799,0.0178,0.6574,5,66.7
small-n5,small,5,letters_lower_a_dejavusans-bold,letters_lower,0.7353,0.7353,0.7132,0.7132,0.0174,0.6836,5,72.4
small-n5,small,5,letters_lower_a_dejavusansmono-bold,letters_lower,0.7579,0.7579,0.7038,0.7038,0.0418,0.6409,5,73.5
small-n5,small,5,letters_lower_a_dejavuserif-bold,letters_lower,0.7199,0.7199,0.6872,0.6872,0.0361,0.6171,5,71.4
small-n5,small,5,letters_lower_b_dejavusans-bold,letters_lower,0.7691,0.7691,0.7371,0.7371,0.0297,0.6832,5,71.4
small-n5,small,5,letters_lower_b_dejavusansmono-bold,letters_lower,0.7801,0.7801,0.7218,0.7218,0.0398,0.6778,5,74.9
small-n5,small,5,letters_lower_b_dejavuserif-bold,letters_lower,0.7602,0.7602,0.7099,0.7099,0.0419,0.663,5,72.5
small-n5,small,5,letters_lower_c_dejavusans-bold,letters_lower,0.7889,0.7889,0.7465,0.7465,0.0299,0.7019,5,66.9
small-n5,small,5,letters_lower_c_dejavusansmono-bold,letters_lower,0.7571,0.7571,0.7193,0.7193,0.0309,0.6627,5,69.4
small-n5,small,5,letters_lower_c_dejavuserif-bold,letters_lower,0.7052,0.7052,0.6859,0.6859,0.0173,0.6596,5,67.9
small-n5,small,5,letters_lower_d_dejavusans-bold,letters_lower,0.7743,0.7743,0.7289,0.7289,0.0327,0.6788,5,68.3
small-n5,small,5,letters_lower_d_dejavusansmono-bold,letters_lower,0.7695,0.7695,0.7278,0.7278,0.0291,0.6893,5,69.4
small-n5,small,5,letters_lower_d_dejavuserif-bold,letters_lower,0.7399,0.7399,0.7033,0.7033,0.0271,0.6637,5,68.2
small-n5,small,5,letters_lower_e_dejavusans-bold,letters_lower,0.7554,0.7554,0.7133,0.7133,0.0319,0.6697,5,67.6
small-n5,small,5,letters_lower_e_dejavusansmono-bold,letters_lower,0.6902,0.6902,0.6646,0.6646,0.0263,0.6316,5,67.9
small-n5,small,5,letters_lower_e_dejavuserif-bold,letters_lower,0.7082,0.7082,0.682,0.682,0.0206,0.6513,5,67.3
small-n5,small,5,letters_lower_f_dejavusans-bold,letters_lower,0.8083,0.8083,0.7759,0.7759,0.0265,0.7315,5,66.5
small-n5,small,5,letters_lower_f_dejavusansmono-bold,letters_lower,0.7211,0.7211,0.6798,0.6798,0.0343,0.6183,5,67.1
small-n5,small,5,letters_lower_f_dejavuserif-bold,letters_lower,0.7658,0.7658,0.7476,0.7476,0.021,0.7208,5,66.6
small-n5,small,5,letters_lower_g_dejavusans-bold,letters_lower,0.7696,0.7696,0.7476,0.7476,0.0164,0.7192,5,65.9
small-n5,small,5,letters_lower_g_dejavusansmono-bold,letters_lower,0.752,0.752,0.7226,0.7226,0.0204,0.6989,5,67.1
small-n5,small,5,letters_lower_g_dejavuserif-bold,letters_lower,0.7229,0.7229,0.7039,0.7039,0.0132,0.6839,5,65.5
small-n5,small,5,letters_lower_h_dejavusans-bold,letters_lower,0.739,0.739,0.6907,0.6907,0.0329,0.6447,5,65.6
small-n5,small,5,letters_lower_h_dejavusansmono-bold,letters_lower,0.7373,0.7373,0.6958,0.6958,0.0255,0.6642,5,68.4
small-n5,small,5,letters_lower_h_dejavuserif-bold,letters_lower,0.7448,0.7448,0.7079,0.7079,0.0252,0.6663,5,68.5
small-n5,small,5,letters_lower_i_dejavusans-bold,letters_lower,0.7228,0.7228,0.6837,0.6837,0.0381,0.6161,5,67.3
small-n5,small,5,letters_lower_i_dejavusansmono-bold,letters_lower,0.648,0.648,0.6236,0.6236,0.0195,0.6,5,68.6
small-n5,small,5,letters_lower_i_dejavuserif-bold,letters_lower,0.7391,0.7391,0.6756,0.6756,0.0349,0.6349,5,68.0
small-n5,small,5,letters_lower_j_dejavusans-bold,letters_lower,0.7065,0.7065,0.6709,0.6709,0.0273,0.6263,5,68.2
small-n5,small,5,letters_lower_j_dejavusansmono-bold,letters_lower,0.5509,0.5509,0.5281,0.5281,0.0243,0.485,5,70.3
small-n5,small,5,letters_lower_j_dejavuserif-bold,letters_lower,0.7032,0.7032,0.62,0.62,0.042,0.5884,5,67.7
